t_i,Q_i,unit_i,lon_i,lat_i,text_i
81.001,4,2,112.8892,34.4395,#Henan Rainstorm# EXTREMELY URGENT — it's nighttime and the power is out. The sound of water outside is terrifying. Flooding has reached the top of the first floor. A large number of residents have run out of food and can neither go out to buy more nor find any to buy. Urgently need large quantities of food brought in.
81.46833333,5,3,113.4347,34.6446,"#Zhengzhou Rainstorm# Please help — outdoor water depth has surpassed knee level and all vehicles are submerged. We have nowhere to go. Our drinking water is running out and we can't go outside. Please, if anyone nearby has water, help us."
81.53833333,4,3,113.4347,34.6446,#Zhengzhou Flood SOS# URGENT — a small amount of water has begun seeping into my first floor. The situation is still in the early stages. Food at home is nearly gone. I'm hoping someone can bring us some food.
81.81833333,6,3,113.9384,34.3194,#Zhengzhou Rainstorm# Please share — water is slowly creeping to my front door but hasn't entered the house yet. The drain at the front door is clogged. I'm hoping to borrow a small pump.
82.58055556,4,3,113.6333,34.7528,"#Zhengzhou Rainstorm# Everyone please help — there are floating debris everywhere on the roads and the deepest flooding is at waist level. It's extremely dangerous. With many people in the household, food is being consumed rapidly and we're critically short. Please, someone bring us something to eat."
83.66611111,3,1,113.8421,34.8156,#Henan Flood Relief# Hospital emergency — outdoor water levels have surpassed chest height. An elderly neighbor is trapped on the first floor — the situation is critical. Urgently need a significant number of volunteers to help transfer patients and move emergency supplies — the faster the better.
85.67944444,5,2,113.2932,34.5289,"#Henan Flood Relief# Please spread the word — the entire community is surrounded by floodwaters. No one can come in or out. Among those trapped are the elderly, pregnant women, and children. The situation is dire. The community is completely isolated. A large number of residents have gone many days without clean drinking water. The situation is extremely critical."
85.78677777,4,2,113.2932,34.5289,"Zhengzhou #Henan Flood Relief# Community SOS: Refrigerators are floating. There is no way to stop the floodwater from pouring in. The entire building has lost power and many families are trapped on separate floors with no way to evacuate. The community has been cut off for days. A large number of residents face severe food shortages, with the elderly and children in the most critical condition."
86.21611111,6,3,114.1492,34.7903,#Henan Flood Relief# I'm trapped in Zhengzhou. Roads in the area have standing water but are still barely passable. The courtyard is flooded and can't drain. All we need is one small pump. Please help.
87.97138889,4,3,114.1844,34.9809,"(Please share!) #Henan Flood Relief# Water levels keep rising — by this afternoon the flooding was thigh-deep and we're completely unable to get out. We're trapped at home and food is running out. We can't get outside. Please, someone bring us food."
88.51861111,5,2,113.426,34.9503,"#Henan Flood Relief# Please share and help! Our building has many elderly residents. The entire ground floor is submerged and everyone has retreated to upper floors awaiting rescue. We've been trapped for hours. Water supply has been severely disrupted. A large number of residents have completely exhausted their drinking water reserves. Conditions for the elderly, young, sick, and disabled are critical."
88.93911111,4,2,113.426,34.9503,#Zhengzhou Rainstorm# [Community Emergency SOS] Outdoor water levels are rising visibly by the second. The top of the first floor has disappeared underwater. Communication is increasingly difficult. The situation is extremely grave. The entire community's food supply has run out. A large number of families have nothing left to eat. Urgently need large quantities of food and supplies.
90.62111111,6,3,112.9895,34.6921,#Henan Flood Relief# SOS! Nearby intersections are flooded and we can't get out. The drain at my front door is clogged. I'm hoping to borrow a small pump.
92.08722222,4,3,113.4793,34.6272,"#Zhengzhou Rainstorm# Please help — water is pooling in the courtyard and low-lying areas are already knee-deep. My emergency food reserves are running low. If anyone can send over some food, that would be wonderful."
93.56777778,3,2,113.1743,34.7455,Zhengzhou #Henan Flood Relief# Community SOS: Today's rain in Zhengzhou is absolutely relentless. Road flooding is nearly waist-deep and getting around is completely impossible. We need help — please send a few people to come and safely evacuate the elderly and children.
94.34027778,5,3,113.2961,34.7803,"#Henan Rainstorm# Friends in Zhengzhou, please help — water has risen to chest level. Power and water are out, and calls can't get through. The situation is extremely dangerous. We have no clean water left at home and can't go out due to flooding. Desperately need help."
94.6205,4,3,113.2961,34.7803,"#Zhengzhou Flood SOS# URGENT — we waded back through waist-deep water — it was terrifying. The entire area is submerged. With many people in the household, food is being consumed rapidly and we're critically short. Please, someone bring us something to eat."
95.74138889,3,2,114.0919,34.8861,"#Henan Rainstorm# Community emergency — road flooding has reached thigh level and walking is extremely difficult. All electric scooters are down. Community rescue staff is limited. Please, several volunteers come to help patrol and evacuate residents."
97.70472222,4,3,113.1782,34.5224,"#Henan Rainstorm# Friends in Zhengzhou, please help — water is at waist level and a few of us can barely move forward by holding hands. We're trapped at home and food is running out. We can't get outside. Please, someone bring us food."
97.75888889,3,2,112.9715,34.4304,#Zhengzhou Flood SOS# Please spread the word! Flooding inside the community keeps rising. Adults can no longer wade through it — the water is at waist level. We need help — please send a few people to come and safely evacuate the elderly and children.
99.74555556,6,3,114.0173,34.8674,#Henan Flood Relief# I'm trapped in Zhengzhou. Water at the community entrance has reached ankle level and it's difficult to get in and out. The courtyard is flooded and can't drain. All we need is one small pump. Please help.
99.74861111,6,3,114.2172,34.3337,#Zhengzhou Rainstorm# Please help — water has just reached ankle level and several nearby roads are impassable on foot. The courtyard is flooded and can't drain. All we need is one small pump. Please help.
100.4927778,5,3,114.1196,34.2867,#Henan Flood Relief# SOS! Power has gone out across the entire area. Floodwater has reached chest level and is still rising toward the second floor. We have no clean water left at home and can't go out due to flooding. Desperately need help.
100.7822222,4,3,114.1196,34.2867,"#Zhengzhou Flood SOS# URGENT — today's rain in Zhengzhou is absolutely relentless. Road flooding is nearly waist-deep and getting around is completely impossible. With many people in the household, food is being consumed rapidly and we're critically short. Please, someone bring us something to eat."
101.94,2,3,113.5276,34.5518,"#Zhengzhou Rainstorm# Everyone please help — road flooding has reached thigh level and walking is extremely difficult. All electric scooters are down. My family and I need to evacuate. Please, can someone tell me if there is any safe temporary shelter nearby?"
102.6383889,4,3,113.5276,34.5518,(Please share!) #Henan Flood Relief# Water has seeped in through the corridor entrance and things are just starting to get bad. Food at home is nearly gone. I'm hoping someone can bring us some food.
105.4319444,3,1,114.0039,34.3326,#Zhengzhou Flood Relief# Hospital emergency — water is at waist level and a few of us can barely move forward by holding hands. The hospital needs more hands. Even a few caring volunteers would make a huge difference.
107.085,5,3,113.5836,34.656,"#Zhengzhou Rainstorm# Please share — we waded back through waist-deep water — it was terrifying. The entire area is submerged. We're trapped at home and our drinking water is nearly gone. Please, someone bring us water."
107.2467222,4,3,113.5836,34.656,"#Zhengzhou Rainstorm# Everyone please help — water has seeped in through the corridor entrance and things are just starting to get bad. My emergency food reserves are running low. If anyone can send over some food, that would be wonderful."
107.8936111,3,2,113.1045,34.3957,#Henan Flood Relief# Please spread the word — water is pooling in the courtyard and low-lying areas are already knee-deep. Most residents are barely managing their own situation. We're hoping some volunteers will come to help with the initial evacuation work.
111.5616667,4,3,113.6378,34.4434,"#Henan Flood Relief# I'm trapped in Zhengzhou. Water is slowly creeping up to my front door but hasn't entered the house yet. My emergency food reserves are running low. If anyone can send over some food, that would be wonderful."
116.9497222,3,2,112.9955,34.6126,#Zhengzhou Rainstorm# Posting on behalf of residents: Outdoor water depth has surpassed knee level and all vehicles are submerged. We have nowhere to go. We need help — please send a few people to come and safely evacuate the elderly and children.
117.965,4,3,113.3749,34.8182,"#Zhengzhou Rainstorm# Please help — water levels keep rising and by this afternoon the flooding was thigh-deep. We're completely unable to get out. We're trapped at home and food is running out. We can't get outside. Please, someone bring us food."
118.6605556,3,2,113.0109,34.4245,"#Henan Rainstorm# EXTREMELY URGENT — there are floating debris everywhere on the roads and the deepest flooding is at waist level. It's extremely dangerous. Community rescue staff is limited. Please, several volunteers come to help patrol and evacuate residents."
